,net_value,daily_return
2017-12-05,1.317320909079076,-0.010969480771139593
2017-12-06,1.3154193148274427,-0.0014435315180434114
2017-12-07,1.3029551019321008,-0.0094754674458896
2017-12-08,1.3204168904039726,0.013401680876016628
2017-12-11,1.3465653385736298,0.01980317607241243
2017-12-12,1.3353069668243154,-0.008360806139002483
2017-12-13,1.3464161083684765,0.008319541364021493
2017-12-14,1.3433286357833474,-0.0022931043129529177
2017-12-15,1.3289278118996366,-0.010720253778639282
2017-12-18,1.3255411152993497,-0.0025484428649632214
2017-12-19,1.3393225465625478,0.010396834246884725
2017-12-20,1.3368658115842877,-0.0018343116709005954
2017-12-21,1.3524984391789576,0.011693490445495041
2017-12-22,1.3517302526989208,-0.0005679758717527323
2017-12-25,1.3428272746555072,-0.006586357023257761
2017-12-26,1.3444071730920837,0.0011765462814135076
2017-12-27,1.3261499265383563,-0.013580146639456319
2017-12-28,1.3353525649425568,0.006939365014498893
2017-12-29,1.3441502746029488,0.0065883047603766285
2018-01-02,1.3590873672648278,0.011112665707181522
2018-01-03,1.372265332522976,0.009696186996917508
2018-01-04,1.3794168192111678,0.00521144600734288
2018-01-05,1.376321492404715,-0.0022439387162344468
2018-01-08,1.3794158374335024,0.0022482719668796094
2018-01-09,1.3869370179559524,0.005452438864587599
2018-01-10,1.3826005060075142,-0.0031266826772200257
2018-01-11,1.3816518906098432,-0.0006861095403547298
2018-01-12,1.3826290866462205,0.0007072664562026616
2018-01-15,1.366184747095011,-0.01189352929866231
2018-01-16,1.3728185096942718,0.004855684864998339
2018-01-17,1.362404248564458,-0.0075860436439868124
2018-01-18,1.3681503750677149,0.004217636952696991
2018-01-19,1.365171007112196,-0.0021776611765876104
2018-01-22,1.387370200079245,0.0162611078402607
2018-01-23,1.39587064927981,0.006127023054178215
2018-01-24,1.3962363069169987,0.00026195667727334844
2018-01-25,1.3904785081681632,-0.004123799617809022
2018-01-26,1.39442263630963,0.0028365257846831578
2018-01-29,1.3720630863238856,-0.016034987817552384
2018-01-30,1.3645449602208393,-0.005479431797257508
2018-01-31,1.3656335334790453,0.0007977555082024539
2018-02-01,1.345717191757059,-0.014583957726380659
2018-02-02,1.356552090073328,0.008051393251595838
2018-02-05,1.3481943258934794,-0.0061610344645127825
2018-02-06,1.299305943435907,-0.03626211853782493
2018-02-07,1.2731919665709488,-0.020098404842128204
2018-02-08,1.2763583086285386,0.002486932167909922
2018-02-09,1.234667120063807,-0.03266417296999406
2018-02-12,1.2663551941677478,0.025665277376385562
2018-02-13,1.2782739750267105,0.009411878210675116
2018-02-14,1.2887674328882064,0.008209083550556058
2018-02-22,1.3189982216773488,0.02345713277483545
2018-02-23,1.3214843008991661,0.0018848237859303292
2018-02-26,1.3434916108758166,0.01665347818485339
2018-02-27,1.3293044872639594,-0.010559889988898863
2018-02-28,1.3256874001715058,-0.0027210372996622793
2018-03-01,1.3378736609011088,0.009192408955554992
2018-03-02,1.3256935090103132,-0.00910411217946526
2018-03-05,1.3259031730850974,0.00015815425915505557
2018-03-06,1.3413812252406574,0.011673591608915042
2018-03-07,1.3314121457389367,-0.007431950972723764
2018-03-08,1.343529791118363,0.009101348082340782
2018-03-09,1.3595145496357197,0.011897583978432446
2018-03-12,1.3745505836689977,0.011059855179414511
2018-03-13,1.3621922936751205,-0.00899078589082555
2018-03-14,1.3539085991658122,-0.00608114915035919
2018-03-15,1.3609439088302553,0.005196295871654799
2018-03-16,1.3475675153972726,-0.00982876174851308
2018-03-19,1.3515362970667835,0.0029451449550124045
2018-03-20,1.3557459415235598,0.003114710619250438
2018-03-21,1.3434906290981512,-0.009039534657678084
2018-03-22,1.3288545058339465,-0.010894101489959509
2018-03-23,1.283045959912994,-0.03447220573798218
2018-03-26,1.2955107182403722,0.009714974144981977
2018-03-27,1.315077656199854,0.01510364807020551
2018-03-28,1.2927093793015276,-0.017009092043251146
2018-03-29,1.301630138429327,0.006900823395138917
2018-03-30,1.3162105185394137,0.011201630693401726
2018-04-02,1.3121281779199285,-0.003101586381497103
2018-04-03,1.304576780462663,-0.00575507605456394
2018-04-04,1.296272686795194,-0.006365354490307543
2018-04-09,1.2965217310630048,0.0001921233628909813
2018-04-10,1.3122662813115398,0.0121436840365383
2018-04-11,1.3173032370810962,0.003838364089125535
2018-04-12,1.3077570855803842,-0.007246738056959954
2018-04-13,1.3004977124353962,-0.005551010371139556
2018-04-16,1.2925332047537772,-0.006124199685599006
2018-04-17,1.2649053267286443,-0.021374985124963053
2018-04-18,1.2750190548064129,0.007995640356678114
2018-04-19,1.286505089887712,0.009008520333872928
2018-04-20,1.2665182783466253,-0.015535742297631413
2018-04-23,1.2555922928802807,-0.008626788616590607
2018-04-24,1.287364690777046,0.025304709241150643
2018-04-25,1.2905475048821342,0.002472348455640142
2018-04-26,1.2661975643092345,-0.01886791495918135
2018-04-27,1.2706543985648977,0.003519856917506055
2018-05-02,1.2774533179847742,0.005350722767382936
2018-05-03,1.2861731399503717,0.006825941772458053
2018-05-04,1.2854239345052012,-0.0005825074571216654
2018-05-07,1.311842371532866,0.02055231454658899
2018-05-08,1.3193056271730526,0.005689140556929716
2018-05-09,1.3179900451013056,-0.000997177640002917
2018-05-10,1.323974852663682,0.004540859458400957
2018-05-11,1.314153148898191,-0.007418346160979501
2018-05-14,1.3207537492296397,0.005022702519095974
2018-05-15,1.3322869096388819,0.00873225642249303
2018-05-16,1.3296941439107488,-0.0019461016312438747
2018-05-17,1.3167731862281427,-0.00971724042087185
2018-05-18,1.3229013333296797,0.004653912432019479
2018-05-21,1.3329546275378177,0.0075994285853762085
2018-05-22,1.3361976573397223,0.0024329633844289043
2018-05-23,1.319855968097759,-0.012229993932558096
2018-05-24,1.3142973611286095,-0.004211525426642483
2018-05-25,1.305259988631432,-0.006876200747612287
2018-05-28,1.3134497597440757,0.006274436651682525
2018-05-29,1.2976799014490528,-0.012006441950315371
2018-05-30,1.2782131048114505,-0.015001231517776268
2018-05-31,1.3030265535288652,0.019412607040259697
2018-06-01,1.2839731943748383,-0.014622387473552568
2018-06-04,1.2884105021635992,0.0034559193355446103
2018-06-05,1.3097535850063466,0.0165654368750538
2018-06-06,1.312806259027555,0.002330723928649172
2018-06-07,1.3052753698148574,-0.005736481800655094
2018-06-08,1.2951597872681653,-0.007749768961109674
2018-06-11,1.2884829355380305,-0.005155233968634782
2018-06-12,1.3068582135844302,0.014261172996231303
2018-06-13,1.2916196060928409,-0.01166049027598264
2018-06-14,1.2822848640494295,-0.007227160380175026
2018-06-15,1.268947305377437,-0.010401400691787627
2018-06-19,1.21653957724833,-0.04130016109181033
2018-06-20,1.2342906628722976,0.014591457570265219
2018-06-21,1.217939701285716,-0.013247253729143049
2018-06-22,1.2313407482467429,0.011003046330520506
2018-06-25,1.2223560644842797,-0.00729666729153255
2018-06-26,1.221156768522689,-0.0009811347089743593
2018-06-27,1.1959230098780398,-0.020663815895788674
2018-06-28,1.1820087113707796,-0.011634777817912516
2018-06-29,1.221627040024455,0.03351779751921631
2018-07-02,1.2021668976576965,-0.01592969190201382
2018-07-03,1.1991404043742344,-0.002517531708250174
2018-07-04,1.1786513590140497,-0.017086443993918125
2018-07-05,1.1593678275406711,-0.01636067470325536
2018-07-06,1.1641758109413556,0.004147073332958875
2018-07-09,1.1981050652827792,0.02914444194987038
2018-07-10,1.2046167601922984,0.0054349948916893156
2018-07-11,1.1907717315536586,-0.011493305668791825
2018-07-12,1.2200188882083944,0.024561514083455395
2018-07-13,1.232138497143152,0.009933951885413211
2018-07-16,1.2304044596130945,-0.0014073397869459837
2018-07-17,1.2248866509602658,-0.004484548645543578
2018-07-18,1.2167229514989608,-0.00666486115666694
2018-07-19,1.2101851849381031,-0.005373258187333062
2018-07-20,1.222699686667199,0.01034098077290221
2018-07-23,1.2229886565600732,0.0002363375864286064
2018-07-24,1.2395346646428638,0.013529159076037536
2018-07-25,1.2401764199768677,0.0005177389163124194
2018-07-26,1.2225894003094435,-0.014181062777949192
2018-07-27,1.21766044008309,-0.004031574480447752
2018-07-30,1.2031984187248976,-0.011876891851069294
2018-07-31,1.2008836051625034,-0.0019238834812028525
2018-08-01,1.182717663931666,-0.015127145672356101
2018-08-02,1.1588803203865554,-0.02015472016023586
2018-08-03,1.1343490782047632,-0.021168054845913286
2018-08-06,1.1105681323322143,-0.020964398287505057
2018-08-07,1.1389061628687132,0.025516697005332142
2018-08-08,1.1179457551426895,-0.018403981301873033
2018-08-09,1.1506606595983182,0.029263409521558766
2018-08-10,1.157043741633659,0.0055473192570684015
2018-08-13,1.1588381039469398,0.0015508163163714375
2018-08-14,1.1497347341733604,-0.007855601004638845
2018-08-15,1.1215258619430764,-0.024535113528222515
2018-08-16,1.1122925702584314,-0.008232794265348444
2018-08-17,1.0932976814187045,-0.01707724149889233
2018-08-20,1.100079256099824,0.006202862035085872
2018-08-21,1.1223231744938558,0.020220287102671524
2018-08-22,1.1133713257399827,-0.00797617741245539
2018-08-23,1.119539180293768,0.005539800074953381
2018-08-24,1.1188209553882638,-0.0006415361946651173
2018-08-27,1.1490724705947883,0.027038745619513794
2018-08-28,1.1489334945119192,-0.00012094631663864584
2018-08-29,1.1410328023785563,-0.006876544352742664
2018-08-30,1.1287743264473367,-0.010743315972745032
2018-08-31,1.116221317216472,-0.011120920220052692
2018-09-03,1.1145330959774706,-0.0015124431086940837
2018-09-04,1.1250459712194616,0.009432537517220235
2018-09-05,1.1047741168961631,-0.018018689761917367
2018-09-06,1.093415385652155,-0.010281496525208454
2018-09-07,1.0965370022827614,0.0028549229063066835
2018-09-10,1.077111658479924,-0.017715174009083106
2018-09-11,1.075364639667401,-0.0016219477328735508
2018-09-12,1.0640580517260707,-0.01051418981456127
2018-09-13,1.071226992239427,0.006737358456831464
2018-09-14,1.0669870217614283,-0.003958050449359087
2018-09-17,1.0529339653441132,-0.013170784771229677
2018-09-18,1.0712676814693411,0.017412028416460217
2018-09-19,1.0888207752641028,0.016385348030555715
2018-09-20,1.0878617966577404,-0.0008807497323236094
2018-09-21,1.1127645871427143,0.022891501991781745
2018-09-25,1.10628714536508,-0.00582103515197824
2018-09-26,1.117673802729351,0.010292678001345822
2018-09-27,1.1104614458258988,-0.006453007027488297
2018-09-28,1.1181730912154524,0.006944541315271152
2018-10-08,1.0687570578058867,-0.04419354552330588
2018-10-09,1.0647641680403677,-0.0037360125356423195
2018-10-10,1.058767033713969,-0.005632359264527185
2018-10-11,1.0095305565307793,-0.04650359863441988
2018-10-12,1.023806912823788,0.014141579173263577
2018-10-15,1.0107161076050535,-0.012786400496777735
2018-10-16,0.9961581992948656,-0.014403558230296402
2018-10-17,0.9996496188461373,0.0035048846194742946
2018-10-18,0.9799217784359239,-0.019734755096475362
2018-10-19,0.9799217784359239,0.0
2018-10-22,0.9799217784359239,0.0
2018-10-23,0.9799217784359239,-0.0
2018-10-24,0.9799217784359239,-0.0
2018-10-25,0.9799217784359239,-0.0
2018-10-26,0.9799217784359239,-0.0
2018-10-29,0.9799217784359239,-0.0
2018-10-30,0.9799217784359239,0.0
2018-10-31,0.9799217784359239,0.0
2018-11-01,0.9799217784359239,0.0
2018-11-02,0.9799217784359239,0.0
2018-11-05,0.9799217784359239,-0.0
2018-11-06,0.9799217784359239,-0.0
2018-11-07,0.9799217784359239,-0.0
2018-11-08,0.9799217784359239,-0.0
2018-11-09,0.9799217784359239,-0.0
2018-11-12,0.9799217784359239,0.0
2018-11-13,0.9799217784359239,0.0
2018-11-14,0.9799217784359239,-0.0
2018-11-15,0.9799217784359239,0.0
2018-11-16,0.9799217784359239,0.0
2018-11-19,0.9799217784359239,0.0
2018-11-20,0.9799217784359239,-0.0
2018-11-21,0.9799217784359239,0.0
2018-11-22,0.9799217784359239,-0.0
2018-11-23,0.9799217784359239,-0.0
2018-11-26,0.9799217784359239,-0.0
2018-11-27,0.9799217784359239,0.0
2018-11-28,0.9799217784359239,0.0
2018-11-29,0.9799217784359239,-0.0
2018-11-30,0.9799217784359239,0.0
2018-12-03,0.9799217784359239,0.0
2018-12-04,0.9799217784359239,0.0
2018-12-05,0.9799217784359239,-0.0
2018-12-06,0.9799217784359239,-0.0
2018-12-07,0.9799217784359239,-0.0
2018-12-10,0.9799217784359239,-0.0
2018-12-11,0.9799217784359239,0.0
2018-12-12,0.9799217784359239,0.0
2018-12-13,0.9799217784359239,0.0
2018-12-14,0.9799217784359239,-0.0
2018-12-17,0.9799217784359239,-0.0
2018-12-18,0.9799217784359239,-0.0
2018-12-19,0.9799217784359239,-0.0
2018-12-20,0.9799217784359239,-0.0
2018-12-21,0.9799217784359239,-0.0
2018-12-24,0.9799217784359239,0.0
2018-12-25,0.9799217784359239,-0.0
2018-12-26,0.9799217784359239,-0.0
2018-12-27,0.9799217784359239,-0.0
2018-12-28,0.9799217784359239,0.0
2019-01-02,0.9799217784359239,-0.0
2019-01-03,0.9799217784359239,-0.0
2019-01-04,0.9799217784359239,0.0
2019-01-07,0.9799217784359239,0.0
2019-01-08,0.9799217784359239,-0.0
2019-01-09,0.9799217784359239,0.0
2019-01-10,0.9799217784359239,0.0
2019-01-11,0.9799217784359239,0.0
2019-01-14,0.9799217784359239,-0.0
2019-01-15,0.9799217784359239,0.0
2019-01-16,0.9799217784359239,0.0
2019-01-17,0.9799217784359239,-0.0
2019-01-18,0.9799217784359239,0.0
2019-01-21,0.9799217784359239,0.0
2019-01-22,0.9799217784359239,-0.0
2019-01-23,0.9799217784359239,0.0
2019-01-24,0.9799217784359239,0.0
2019-01-25,0.9799217784359239,0.0
2019-01-28,0.9799217784359239,-0.0
2019-01-29,0.9799217784359239,0.0
2019-01-30,0.9799217784359239,-0.0
2019-01-31,0.9799217784359239,0.0
2019-02-01,0.9799217784359239,0.0
2019-02-11,0.9799217784359239,0.0
2019-02-12,0.9799217784359239,0.0
2019-02-13,0.9799217784359239,0.0
2019-02-14,0.9799217784359239,0.0
2019-02-15,0.9799217784359239,-0.0
2019-02-18,0.9799217784359239,0.0
2019-02-19,0.9799217784359239,-0.0
2019-02-20,0.9799217784359239,0.0
2019-02-21,0.9799217784359239,-0.0
2019-02-22,0.9799217784359239,0.0
2019-02-25,0.9799217784359239,0.0
2019-02-26,0.9799217784359239,-0.0
2019-02-27,0.9799217784359239,-0.0
2019-02-28,0.9799217784359239,0.0
2019-03-01,0.9799217784359239,0.0
2019-03-04,0.9799217784359239,0.0
2019-03-05,0.9799217784359239,0.0
2019-03-06,0.9799217784359239,0.0
2019-03-07,0.9799217784359239,-0.0
2019-03-08,0.9799217784359239,-0.0
2019-03-11,0.9799217784359239,0.0
2019-03-12,0.9799217784359239,0.0
2019-03-13,0.9799217784359239,-0.0
2019-03-14,0.9799217784359239,-0.0
2019-03-15,0.9799217784359239,0.0
2019-03-18,0.9799217784359239,0.0
2019-03-19,0.9799217784359239,-0.0
2019-03-20,0.9799217784359239,-0.0
2019-03-21,0.9799217784359239,0.0
2019-03-22,0.9799217784359239,0.0
2019-03-25,0.9799217784359239,-0.0
2019-03-26,0.9799217784359239,-0.0
2019-03-27,0.9799217784359239,0.0
2019-03-28,0.9799217784359239,-0.0
2019-03-29,0.9799217784359239,0.0
2019-04-01,1.0003449699917486,0.02084165492109244
2019-04-02,0.9972919676652257,-0.003051949495530627
2019-04-03,1.0043191865712118,0.0070463005156228406
2019-04-04,1.0094523692807447,0.005111106885309743
2019-04-08,1.0041788781624668,-0.005224110892954005
2019-04-09,1.0098563182929754,0.005653813532602578
2019-04-10,1.0145201935663608,0.004618355293621433
2019-04-11,0.991450282664226,-0.02273972568356353
2019-04-12,0.9894592274047386,-0.0020082250157184268
2019-04-15,0.9830938262017078,-0.0064332122302064336
2019-04-16,1.0013658346208938,0.018586230461625327
2019-04-17,1.0064302636637095,0.005057521305121066
2019-04-18,1.0039686277520243,-0.00244590807784742
2019-04-19,1.0127587416012807,0.008755367056576646
2019-04-22,0.9980820406649833,-0.014491803756827591
2019-04-23,0.994163166543174,-0.003926404806561045
2019-04-24,0.9991717438419154,0.005037983167448171
2019-04-25,0.9794869748932966,-0.0197010864948292
2019-04-26,0.9719647295869469,-0.007679780843608648
2019-04-29,0.9732746142595142,0.0013476668779164801
2019-04-30,0.9757410035111206,0.0025341144374579254
2019-05-06,0.9233404388631568,-0.05370335412717611
2019-05-07,0.9358671022958168,0.01356667909843009
2019-05-08,0.9252625706937871,-0.011331236642484073
2019-05-09,0.9097128679523215,-0.016805718975324034
2019-05-10,0.9425587014509392,0.036105714952181074
2019-05-13,0.9333446915379969,-0.00977552899226191
2019-05-14,0.9270477044774033,-0.006746689746761497
2019-05-15,0.9504110492386015,0.025201879739693265
2019-05-16,0.9535640414656095,0.003317503757488759
2019-05-17,0.9313131480081093,-0.02333445105931325
2019-05-20,0.919474275885831,-0.012712020814480352
2019-05-21,0.9317651397059723,0.01336727317172645
2019-05-22,0.930499732714096,-0.001358075053414797
2019-05-23,0.9103330090498969,-0.021673003177955327
2019-05-24,0.9099008795224189,-0.00047469390122300523
2019-05-27,0.9227229290787528,0.014091699266258282
2019-05-28,0.9302215774476367,0.008126652251256639
2019-05-29,0.9281834131942873,-0.0021910524360676292
2019-05-30,0.9235134264838604,-0.005031318857935066
2019-05-31,0.9235702119197045,6.14884789062854e-05
2019-06-03,0.9193284502075345,-0.004592787486457739
2019-06-04,0.9081659953322553,-0.012141966097926546
2019-06-05,0.9059831088545198,-0.0024036205814299627
2019-06-06,0.895043466788046,-0.01207488523743589
2019-06-10,0.9074918698741467,0.013908154796965347
2019-06-11,0.9340852788739321,0.0293042944874794
2019-06-12,0.9264870650099133,-0.008134389906217796
2019-06-13,0.9264262052827081,-6.568869604728518e-05
2019-06-14,0.9179899606143701,-0.009106224133376674
2019-06-17,0.9143953321800417,-0.003915760072062923
2019-06-18,0.9183355114504262,0.004309054444745152
2019-06-19,0.9324108300056235,0.015326989297154063
2019-06-20,0.9550005686946482,0.02422723756746638
2019-06-21,0.9591144146342964,0.004307689518207406
2019-06-24,0.9615477851496644,0.002537101390865755
2019-06-25,0.9541384316664429,-0.007705652904258131
2019-06-26,0.9583201824621078,0.0043827506123627685
2019-06-27,0.9720222789524215,0.01429803602289843
2019-06-28,0.9697096941996937,-0.0023791478886885683
2019-07-01,0.9974890615098153,0.02864709662725216
2019-07-02,1.0010232546222884,0.003543089592504987
2019-07-03,0.9885308831419167,-0.012479601670278175
2019-07-04,0.9805642005529359,-0.008059113503525261
2019-07-05,0.9896861145049055,0.009302719747290106
2019-07-08,0.9693869763714732,-0.020510682969000875
2019-07-09,0.9689760671115004,-0.0004238856823833827
2019-07-10,0.969350307749224,0.0003862227875649894
2019-07-11,0.9686865377816583,-0.000684757576553555
2019-07-12,0.9735087162506333,0.004978058722709235
2019-07-15,0.9789264203068769,0.005565131534835573
2019-07-16,0.9740520399798388,-0.004979312260782604
2019-07-17,0.9735941914881445,-0.0004700452059047986
2019-07-18,0.9629894901239745,-0.010892321931338352
2019-07-19,0.9698335356808548,0.007107082296400949
2019-07-22,0.9700515951497392,0.00022484216193997174
2019-07-23,0.9755476444336126,0.005665728824480828
2019-07-24,0.9841425318218201,0.008810320477169106
2019-07-25,0.9911604986911738,0.007131047223781914
2019-07-26,0.9941049381291396,0.002970698935090692
2019-07-29,0.9947459599699398,0.0006448231129468127
2019-07-30,0.9975629929218037,0.0028319119305084328
2019-07-31,0.9914957789177575,-0.006082035968751923
2019-08-01,0.9852180598600588,-0.00633156407841793
2019-08-02,0.9757958366823544,-0.009563591616502441
2019-08-05,0.9597368475207615,-0.016457324942267055
2019-08-06,0.9541114394861759,-0.0058614067482324885
2019-08-07,0.952234634146937,-0.0019670714148964604
2019-08-08,0.96649414462408,0.014974786639552906
2019-08-09,0.9584085436559997,-0.008365907867165888
2019-08-12,0.9758729935750037,0.018222343732854442
2019-08-13,0.969863838222852,-0.006157722768961713
2019-08-14,0.9769242456272162,0.00727979240601601
2019-08-15,0.9823860029588012,0.005590768533007609
2019-08-16,0.9882471257248356,0.005966211599495223
2019-08-19,1.010507695624318,0.02252530700067088
2019-08-20,1.0101921926870492,-0.0003122222014092073
2019-08-21,1.01231702051289,0.0021033896729976908
2019-08-22,1.0146065176145722,0.002261640430111673
2019-08-23,1.021708177218967,0.0069994224175607
2019-08-26,1.0125876213641178,-0.0089267719082711
2019-08-27,1.0263072033548564,0.013549031907239738
2019-08-28,1.0235840488664358,-0.00265335221220204
2019-08-29,1.0252390599697092,0.0016168785602963256
2019-08-30,1.024742251066875,-0.00048457859462434943
2019-09-02,1.0427073295368643,0.01753131429028656
2019-09-03,1.04581261860252,0.0029781022705913534
2019-09-04,1.0494218465808922,0.003451122996770577
2019-09-05,1.0558568502613401,0.0061319513229247825
2019-09-06,1.0585777978419402,0.002577004240609365
2019-09-09,1.0722102918548366,0.012878121986582638
2019-09-10,1.0679709916936972,-0.00395379543858483
2019-09-11,1.0555798833298609,-0.011602476528117266
2019-09-12,1.0620886486601573,0.006166056622606709
2019-09-16,1.0633547347005934,0.0011920719066467957
2019-09-17,1.0492660898174029,-0.013249242631300602
2019-09-18,1.056482593509536,0.0068776678882180396
2019-09-19,1.0639531462442429,0.00707115553119562
2019-09-20,1.0676635524580802,0.0034873774535419374
2019-09-23,1.0591047395246316,-0.008016395159077745
2019-09-24,1.067166234268826,0.007611612377273205
2019-09-25,1.054856357089,-0.011535107450490351
2019-09-26,1.038764264310099,-0.015255245579890267
2019-09-27,1.0441180529206167,0.005153997682114619
2019-09-30,1.0349295922097506,-0.008800212471342684
2019-10-08,1.0365032023668739,0.0015204997218828664
2019-10-09,1.038108473163115,0.0015487369383668918
2019-10-10,1.054504100648412,0.015793751721666957
2019-10-11,1.0587372893725098,0.004014388110482308
2019-10-14,1.0674762199365435,0.008254106709713636
2019-10-15,1.0610322188626733,-0.006036669439112415
2019-10-16,1.0590527923097786,-0.0018655668675325184
2019-10-17,1.0604850754853166,0.0013524190540248093
2019-10-18,1.050430573217024,-0.009481040799834995
2019-10-21,1.048105765590213,-0.002213194937473189
2019-10-22,1.0576649868149317,0.009120473847728173
2019-10-23,1.0475310358650993,-0.009581437483668524
2019-10-24,1.0447024590877125,-0.0027002319554674083
2019-10-25,1.0551164326875448,0.009968363249500059
2019-10-28,1.0696322839961523,0.013757582441999452
2019-10-29,1.0667977655438639,-0.002649993361923013
2019-10-30,1.0632234236852707,-0.0033505336944260862
2019-10-31,1.0616746836816637,-0.0014566458649291221
2019-11-01,1.0768805332084737,0.014322513064057544
2019-11-04,1.0875772456525463,0.00993305395929376
2019-11-05,1.0947283060396933,0.006575220671205097
2019-11-06,1.0877101694081996,-0.006410847872274916
2019-11-07,1.0926267356270383,0.0045201068787594605
2019-11-08,1.0906222691584875,-0.0018345391003090695
2019-11-11,1.0716465117877558,-0.017399018805450635
2019-11-12,1.0717976849734636,0.00014106627889420026
2019-11-13,1.0786674494945603,0.006409572083808614
2019-11-14,1.0857860004318889,0.00659939348375096
2019-11-15,1.0787527549699316,-0.006477561378724494
2019-11-18,1.084353123088861,0.005191521498441522
2019-11-19,1.1018842895289014,0.016167396087818458
2019-11-20,1.0963536087684596,-0.005019293598247522
2019-11-21,1.0893291909377842,-0.006407073205665641
2019-11-22,1.0716911592305867,-0.016191645146324596
2019-11-25,1.0668026886459252,-0.0045614546154987
2019-11-26,1.0718510751665067,0.004732258902524239
2019-11-27,1.070935378183118,-0.000854313630507455
2019-11-28,1.0695595409191443,-0.0012847061475435293
2019-11-29,1.058525256459597,-0.010316662174847075
2019-12-02,1.0601599809871356,0.0015443415426912375
2019-12-03,1.064624895032391,0.004211547431830323
2019-12-04,1.065705431053761,0.0010149452886288643
2019-12-05,1.077291612230586,0.01087184210496963
2019-12-06,1.0877516762514396,0.009709593857503203
2019-12-09,1.0846541113631556,-0.002847676501826912
2019-12-10,1.089829819488769,0.004771759099413467
2019-12-11,1.0863433295376477,-0.0031991141082529377
2019-12-12,1.0851566072976813,-0.0010924007242457297
2019-12-13,1.1028812176963,0.016333688869810063
2019-12-16,1.113061938115714,0.009231021669477318
2019-12-17,1.1233652268002388,0.009256707404771119
2019-12-18,1.1195146819397963,-0.0034276874239824212
2019-12-19,1.1157654850769596,-0.0033489483642505763
2019-12-20,1.1097183030054385,-0.005419760830031353
2019-12-23,1.0973299957169127,-0.011163470274370112
2019-12-24,1.1096917352305216,0.011265288984953612
2019-12-25,1.113443818049739,0.0033811938037351563
2019-12-26,1.118434485442706,0.004482190580310107
2019-12-27,1.1139110034591357,-0.004044476491423399
2019-12-30,1.126222153855012,0.011052184921098041
2019-12-31,1.1315393587243507,0.004721275328440432
2020-01-02,1.149316425624243,0.015710515734895285
2020-01-03,1.1475937643081624,-0.0014988573013257802
2020-01-06,1.1493760121353978,0.0015530302469966644
2020-01-07,1.161303245451568,0.010377137847179413
2020-01-08,1.1517791649898381,-0.008201200245527953
2020-01-09,1.1730220957408362,0.018443579634630343
2020-01-10,1.1752427542947312,0.0018931088868300943
2020-01-13,1.1902504914041112,0.012769903966254386
2020-01-14,1.1847771053659335,-0.00459851609195379
2020-01-15,1.1854583608339238,0.0005750072861004501
2020-01-16,1.1867146855513078,0.0010597797095970123
2020-01-17,1.1892041624539595,0.0020977889066025744
2020-01-20,1.201471174693425,0.010315312228769975
2020-01-21,1.1867501658385764,-0.012252486089485126
2020-01-22,1.201914848046426,0.012778327439401528
2020-01-23,1.1669965583421704,-0.029052215937768987
2020-02-03,1.0854693940407085,-0.06986067244043893
2020-02-04,1.1274265313575427,0.03865345033879484
2020-02-05,1.1442903628250765,0.014957809665192216
2020-02-06,1.1729888223613876,0.02507970045772214
2020-02-07,1.1778233085855156,0.0041215109061274536
2020-02-10,1.185431962821147,0.006459928395175587
2020-02-11,1.1920173757576724,0.005555285451265579
2020-02-12,1.2108583419892105,0.015805949321470576
2020-02-13,1.204305014097153,-0.005412134239659913
2020-02-14,1.2058303269254342,0.0012665502596322488
2020-02-17,1.2349125337793114,0.02411799256038744
2020-02-18,1.2402731977565007,0.004340926041768932
2020-02-19,1.2312154538934672,-0.007303023139916032
2020-02-20,1.2544529200278238,0.01887359849234586
2020-02-21,1.265772320001572,0.009023375682761646
2020-02-24,1.273038733762878,0.005740695736889481
2020-02-25,1.2799729230161208,0.00544695857976489
2020-02-26,1.2413219033766125,-0.03019674787215895
2020-02-27,1.2507005825653958,0.007555396519848594
2020-02-28,1.2031698995477589,-0.03800324688435304
2020-03-02,1.2359148094541212,0.027215532834282352
2020-03-03,1.247303472381007,0.009214763703588948
2020-03-04,1.2457896184971786,-0.0012137013303895117
2020-03-05,1.2658911534996016,0.01613557755174737
2020-03-06,1.2531527117972385,-0.01006282543893855
2020-03-09,1.2029806996426815,-0.04003663055766097
2020-03-10,1.2302906746355857,0.02270192281639759
2020-03-11,1.2132817814193857,-0.013825101308874148
2020-03-12,1.1857910946284063,-0.022658122137809454
2020-03-13,1.1748155478693136,-0.009255885635177548
2020-03-16,1.1155435210788527,-0.05045219813268456
2020-03-17,1.112639400149147,-0.0026033237384562435
2020-03-18,1.0949843922279454,-0.015867681765390523
2020-03-19,1.089052054244163,-0.0054177374818210715
2020-03-20,1.1097102393037852,0.018968960188004546
2020-03-23,1.065648645617915,-0.03970549439420656
2020-03-24,1.0923119966193977,0.025020771256197533
2020-03-25,1.127786087570152,0.03247615247341714
2020-03-26,1.1239178025660754,-0.0034299811344639776
2020-03-27,1.1222560009772002,-0.0014785792920808149
2020-03-30,1.1040535101543618,-0.01621955312066829
2020-03-31,1.1134400832826572,0.008501918649742837
2020-04-01,1.1090813554559982,-0.0039146496449172915
2020-04-02,1.13209999819184,0.020754692721687496
2020-04-03,1.1267715041401887,-0.00470673444056349
2020-04-07,1.1576571790888064,0.027410770360389778
2020-04-08,1.1513304836537055,-0.005465085475547014
